#HDR:lifnr,matnr,maktx
"0000503340","1-10-1033-7084","FILLER 10XH216X1.8 CM PVCBRIPLRN"
"0000503340","1-10-1034-7084","AEREO EXTRACTOR G 2PTA 60x33 H57"
"0000503340","1-10-1035-7084","BASE G PTA 60X38 H75.3"
"0000503340","1-10-1036-7084","BASE G 2PTA 80X38 H75.3"
"0000503340","1-10-1037-7084","BASE G 2PTA 90X38 H75.3"
"0000503340","1-10-1038-7084","BASE G 2PTA 120X38 H75.3"
"0000503340","1-10-1039-7084","PORTA CUBIERTOS 32/76 NN45GR"
"0000503340","1-10-1040-7084","PORTA CUBIERTOS 32/76 NN60GR"
"0000503340","1-10-1041-7084","PORTA CUBIERTOS 32/76 NN80GR"
"0000503340","1-10-1042-7084","CUBRECANTO ABS CHAMONIX H.22mm"
"0000503340","1-10-1043-7084","CUBRECANTO ABS NELSON H.22mm"
"0000503340","1-10-1047-7084","BASE G FREG ABS 2PTA 50X59 H75.3"
"0000503340","1-10-1048-7084","BASE G 2PTA 90x33 H75.3"
"0000503340","1-10-1049-7084","BASE G PTA 60x33 H75.3"
"0000503340","1-10-1050-7084","PTA 49.7x71.7 CM LAPCEPTSBN"
"0000503340","1-10-1051-7084","PTA COL 29.7x203.7 CM PVCBRIPLBL"
"0000503340","1-10-1053-7084","LAT 61x87.3 CM LAPCEPTSBN"
"0000503340","1-10-1054-7084","AEREO G ANG 2PTA 65x33 H60"
"0000503340","1-10-1055-7084","AEREO G 2PTA 120X33 H60"
"0000503340","1-10-1056-7084","AEREO MICRO G PTA 60X33 H60"
"0000503340","1-10-1057-7084","AEREO G PTA 30X33 H60"
"0000503340","1-10-1058-7084","AEREO G PTA 45X33 H60"
"0000503340","1-10-1059-7084","AEREO G PTA 60X33 H60"
"0000503340","1-10-1060-7084","AEREO G 2PTA 80X33 H60"
"0000503340","1-10-1061-7084","AEREO G 2PTA 90X33 H60"
"0000503340","1-10-1062-7084","AEREO REFRI G 2PTA 90X33 H36"
"0000503340","1-10-1063-7084","AEREO REFRI G 2PTA 80X33 H36"
"0000503340","1-10-1064-7084","PTA 29.7X59.7 CM PVCBRIPLBL"
"0000503340","1-10-1065-7084","PTA MICRO 29.7X24.7 CM PVCBRIPLBL"
"0000503340","1-10-1066-7084","PTA 44.7X35.7 CM PVCBRIPLBL"
"0000503340","1-10-1067-7084","PTA 39.7X59.7 CM PVCBRIPLBL"
"0000503340","1-10-1068-7084","PTA 44.7X59.7 CM PVCBRIPLBL"
"0000503340","1-10-1069-7084","LAT 35X60 CM PVCBRIPLBL"
"0000503340","1-10-1070-7084","FILLER 15X59.7 CM PVCBRIPLBL"
"0000503340","1-10-1082-7084","FONDO 57.4x0.4 H57.4"
"0000503340","1-10-1083-7084","FONDO 87.4x0.4 H57.4"
"0000503340","1-10-1117-7084","BASE G FREG ABS 2PTA 120X59 H75.3 LAT PL"
"0000503340","1-10-1118-7084","BASE G PARRILLA S/SUP 120X59 H75.3"
"0000503340","1-10-1119-7084","COLUMNA G PTA 60X59 H222 LAT IZQ"
"0000503340","1-10-1120-7084","COLUMNA G PTA 60X59 H222 LAT DER"
"0000503340","1-10-1121-7084","PTA 59.7X89.7 CM PVCBRIPLBL"
"0000503340","1-10-1122-7084","AEREO G PTA 60X33 H90"
"0000503340","1-10-1123-7084","AEREO G 2PTA 120X33 H90"
"0000503340","1-10-1124-7084","FILLER 15X89.7 CM PVCBRIPLBL"
"0000503340","1-10-1125-7084","PTA 59.7X59.7 CM PVCBRIPLBL"
"0000503340","1-10-1129-7084","FONDO 87.4x0.4 H57.4"
"0000503340","1-10-1130-7084","FONDO 117.4x0.4 H57.4"
"0000503340","1-10-1131-7084","FONDO 77.4x0.4 H57.4"
"0000503340","1-10-1161-7084","FONDO 72.7X0.4 H57.4"
"0000503340","1-10-1162-7084","FONDO 54.4X0.4 H57.4"
"0000503340","1-10-1163-7084","FONDO 57.4X0.4 H47.4"
"0000503340","1-10-1169-7084","PTA CL 59.7XH203.7X1.8 CM PVCBRIPLRN"
"0000503340","1-10-1173-7084","PISO P/FREG PRO CABINET B.50 GR"
"0000503340","1-10-1202-7084","LAT 35X90 CM PVCBRIPLBL"
"0000503340","1-10-1203-7084","FONDO 117.4X0.4 H87.4"
"0000503340","1-10-1208-7084","PTA COL 39.7X128.5 CM LAPCEPTSBN"
"0000503340","1-10-1209-7084","PTA COL 44.7X128.5 CM LAPCEPTSBN"
"0000503340","1-10-1210-7084","PTA LAV SP 59.7x47.7 CM LAPCEPTSBN"
"0000503340","1-10-1211-7084","FONDO 57.4X0.4 H87.4"
"0000503340","1-10-1212-7084","PERFIL PARA PISO MOD AEREO 90"
"0000503340","1-10-1213-7084","PERFIL PARA MOD AEREO 120"
"0000503340","68476E.05-093","MON REG O TINA SDESV O´RAMA CR-SN"
"0000503356","1-05-0886-5M11","REDUCTOR DE VELOCIDAD"
"0000503356","2-05-0382-5M11","MAMPARA SOLDADA 2"
"0000503356","2-05-0383-5M11","MAMPARA SOLDADA 3"
"0000503356","2-05-0385-5M18","TAPA ANTIDERRAPANTE SOLDADA"
"0000503356","2-05-0432-5M18","CAJA SOLDADA P/IG-40"
"0000503356","2-05-0444-5M11","CANASTA RECOL. DE SÓL. C/AGARR. IG-40"
"0000503368","2-08-1127-5030","LAV LUCERNA 1P SOBREPONER CREB"
"0000503368","2-08-1128-5030","LAV LUCERNA 3P SOBREPONER CREB"
"0000503374","MB-2054","JUEGO DE REGADERA CON DESVIADOR AQUATRIM"
"0000503374","MB-819","GANCHO SENC"
"0000503379","0-80-0712-5010","PELICULA SPEEDY-PACKER 19"" [m]"
"0000503379","0-80-0713-5000","QUIMICO A POLIMERIC ISOCYANATE"
"0000503379","0-80-0714-5000","QUIMICO B INSTAPACK 75-W"
"0000503379","0-80-0774-5000","SOLVENTE HOLSTER INSTAPACKER INSTAPACK"
"0000503405","1-00-0239-5010","BOLSA DE POLIBURBUJA LIGERA PLUS 20X15cm"
"0000503405","1-00-0240-5010","BOLSA DE POLIBURBUJA LIGERA PLUS 18X12 c"
"0000503423","1-00-0583-5000","PLACA PVC FORMADA TAPON DESAG.AUT.SH-090"
"0000503423","1-00-0584-5000","PLACA PVC FORMADA VALVEX"
"0000503423","1-00-0585-5000","PLACA PVC FORMADA JABONERA RA-005"
"0000503423","1-00-0586-5000","PLACA PVC FORMADA TUB.PORTAPAPEL SA-021"
"0000503423","1-00-0588-5000","PLACA PVC FORMADA RECTANGULAR"
"0000503423","1-00-0629-5019","PLACA PVC FORMADA CUADRADA GDE."
"0000503423","1-00-0630-5019","PLACA PVC FORMADA MANIJA FLUXOMETRO"
"0000503423","1-00-0631-5019","PLACA PVC FORMADA CARTUCHO PUSH"
"0000503423","1-00-0638-5000","PLACA PVC FORMADA EMBOLO FLUX"
"0000503423","1-00-0655-5003","PLACA PVC P/REJILLA GRANDE DE CONTRA"
"0000503423","1-00-0656-5003","PLACA PVC P/REJILLA CHICA DE CONTRA"
"0000503423","1-00-0700-5019","PLACA PVC FORMADA CHAPETON MASTER"
"0000503423","1-00-0701-5019","PLACA PVC FORMADA KIT ECONOMIZADORA"
"0000503454","1-02-2876-50BA","INSERTO PIEDRA MANERAL ELIPSE BENU BA"
"0000503454","1-02-2876-50LA","INSERTO PIEDRA MANERAL ELIPSE BENU LA"
"0000503454","1-02-2876-50MA","INSERTO PIEDRA MANERAL ELIPSE BENU MA"
"0000503454","1-02-2876-50WQ","INSERTO PIEDRA MANERAL ELIPSE BENU WQ"
"0000503454","1-02-2877-50BA","INSERTO PIEDRA MANERAL PALANCA BENU BA"
"0000503454","1-02-2877-50LA","INSERTO PIEDRA MANERAL PALANCA BENU LA"
"0000503454","1-02-2877-50MA","INSERTO PIEDRA MANERAL PALANCA BENU MA"
"0000503454","1-02-2877-50WQ","INSERTO PIEDRA MANERAL PALANCA BENU WQ"
"0000503454","1-02-2878-50BA","INSERTO PIEDRA MANERAL ULTRA BA"
"0000503454","1-02-2878-50LA","INSERTO PIEDRA MANERAL ULTRA LA"
"0000503454","1-02-2878-50MA","INSERTO PIEDRA MANERAL ULTRA MA"
"0000503454","1-02-2878-50WQ","INSERTO PIEDRA MANERAL ULTRA WQ"
"0000503454","1-02-2879-50BA","INSERTO PIEDRA MANERAL PALANCA ULTRA BA"
"0000503454","1-02-2879-50LA","INSERTO PIEDRA MANERAL PALANCA ULTRA LA"
"0000503454","1-02-2879-50MA","INSERTO PIEDRA MANERAL PALANCA ULTRA MA"
"0000503454","1-02-2879-50WQ","INSERTO PIEDRA MANERAL PALANCA ULTRA WQ"
"0000503454","1-03-1436-50BA","INSERTO PIEDRA ICE BA"
"0000503454","1-03-1436-50LA","INSERTO PIEDRA ICE LA"
"0000503454","1-03-1436-50MA","INSERTO PIEDRA ICE MA"
"0000503454","1-03-1436-50WQ","INSERTO PIEDRA ICE WQ"
"0000503454","1-03-1437-50BA","INSERTO PIEDRA BOREA BA"
"0000503454","1-03-1437-50LA","INSERTO PIEDRA BOREA LA"
"0000503454","1-03-1437-50MA","INSERTO PIEDRA BOREA MA"
"0000503454","1-03-1437-50WQ","INSERTO PIEDRA BOREA WQ"
"0000503454","2-02-1322-5MAA","MAN. ELIPSE BENNU C/PIED. CR-WQ"
"0000503454","2-02-1322-5MAB","MAN. ELIPSE BENNU C/PIED. CR-LA"
"0000503454","2-02-1322-5MAC","MAN. ELIPSE BENNU C/PIED. CR-MA"
"0000503454","2-02-1322-5MAD","MAN. ELIPSE BENNU C/PIED. CR-BA"
"0000503454","2-02-1322-5MCA","MAN. ELIPSE BENNU C/PIED. ND-WQ"
"0000503454","2-02-1322-5MCB","MAN. ELIPSE BENNU C/PIED. ND-LA"
"0000503454","2-02-1322-5MCC","MAN. ELIPSE BENNU C/PIED. ND-MA"
"0000503454","2-02-1322-5MCD","MAN. ELIPSE BENNU C/PIED. ND-BA"
"0000503454","2-02-1322-5MDA","MAN. ELIPSE BENNU C/PIED. GD-WQ"
"0000503454","2-02-1322-5MDB","MAN. ELIPSE BENNU C/PIED. GD-LA"
"0000503454","2-02-1322-5MDC","MAN. ELIPSE BENNU C/PIED. GD-MA"
"0000503454","2-02-1322-5MDD","MAN. ELIPSE BENNU C/PIED. GD-BA"
"0000503454","2-02-1323-5MAA","MAN. PALANCA BENNU C/PIED. CR-WQ"
"0000503454","2-02-1323-5MAB","MAN. PALANCA BENNU C/PIED. CR-LA"
"0000503454","2-02-1323-5MAC","MAN. PALANCA BENNU C/PIED. CR-MA"
"0000503454","2-02-1323-5MAD","MAN. PALANCA BENNU C/PIED. CR-BA"
"0000503454","2-02-1323-5MCA","MAN. PALANCA BENNU C/PIED. ND-WQ"
"0000503454","2-02-1323-5MCB","MAN. PALANCA BENNU C/PIED. ND-LA"
"0000503454","2-02-1323-5MCC","MAN. PALANCA BENNU C/PIED. ND-MA"
"0000503454","2-02-1323-5MCD","MAN. PALANCA BENNU C/PIED. ND-BA"
"0000503454","2-02-1323-5MDA","MAN. PALANCA BENNU C/PIED. GD-WQ"
"0000503454","2-02-1323-5MDB","MAN. PALANCA BENNU C/PIED. GD-LA"
"0000503454","2-02-1323-5MDC","MAN. PALANCA BENNU C/PIED. GD-MA"
"0000503454","2-02-1323-5MDD","MAN. PALANCA BENNU C/PIED. GD-BA"
"0000503454","2-02-1330-5MAA","MAN. ULTRA C/PIED. CR-WQ"
"0000503454","2-02-1330-5MAB","MAN. ULTRA C/PIED. CR-LA"
"0000503454","2-02-1330-5MAC","MAN. ULTRA C/PIED. CR-MA"
"0000503454","2-02-1330-5MAD","MAN. ULTRA C/PIED. CR-BA"
"0000503454","2-02-1330-5MBA","MAN. ULTRA C/PIED. SD-WQ"
"0000503454","2-02-1330-5MBB","MAN. ULTRA C/PIED. SD-LA"
"0000503454","2-02-1330-5MBC","MAN. ULTRA C/PIED. SD-MA"
"0000503454","2-02-1330-5MBD","MAN. ULTRA C/PIED. SD-BA"
"0000503454","2-02-1330-5MCA","MAN. ULTRA C/PIED. ND-WQ"
"0000503454","2-02-1330-5MCB","MAN. ULTRA C/PIED. ND-LA"
"0000503454","2-02-1330-5MCC","MAN. ULTRA C/PIED. ND-MA"
"0000503454","2-02-1330-5MCD","MAN. ULTRA C/PIED. ND-BA"
"0000503454","2-02-1331-5MAA","MAN. ULTRA DE PALANCA C/PIED. CR-WQ"
"0000503454","2-02-1331-5MAB","MAN. ULTRA DE PALANCA C/PIED. CR-LA"
"0000503454","2-02-1331-5MAC","MAN. ULTRA DE PALANCA C/PIED. CR-MA"
"0000503454","2-02-1331-5MAD","MAN. ULTRA DE PALANCA C/PIED. CR-BA"
"0000503454","2-02-1331-5MBA","MAN. ULTRA DE PALANCA C/PIED. SD-WQ"
"0000503454","2-02-1331-5MBB","MAN. ULTRA DE PALANCA C/PIED. SD-LA"
"0000503454","2-02-1331-5MBC","MAN. ULTRA DE PALANCA C/PIED. SD-MA"
"0000503454","2-02-1331-5MBD","MAN. ULTRA DE PALANCA C/PIED. SD-BA"
"0000503454","2-02-1331-5MCA","MAN. ULTRA DE PALANCA C/PIED. ND-WQ"
"0000503454","2-02-1331-5MCB","MAN. ULTRA DE PALANCA C/PIED. ND-LA"
"0000503454","2-02-1331-5MCC","MAN. ULTRA DE PALANCA C/PIED. ND-MA"
"0000503454","2-02-1331-5MCD","MAN. ULTRA DE PALANCA C/PIED. ND-BA"
"0000503454","2-02-1346-5MAB","MAN.ELIPSE BENNU A PARED C/PIED. CR-LA"
"0000503454","2-02-1346-5MCB","MAN.ELIPSE BENNU A PARED C/PIED. ND-LA"
"0000503454","2-02-1347-5MAB","MAN.PALANCA BENNU A PARED C/PIED. CR-LA"
"0000503454","2-02-1347-5MCB","MAN.PALANCA BENNU A PARED C/PIED. ND-LA"
"0000503454","2-02-1347-5MCD","MAN.PALANCA BENNU A PARED C/PIED. ND-BA"
"0000503454","2-03-0322-5MAA","SOP. P/ GANCHO C/PIED. ICE CR-WQ"
"0000503454","2-03-0322-5MAB","SOP. P/ GANCHO C/PIED. ICE CR-LA"
"0000503454","2-03-0322-5MAC","SOP. P/ GANCHO C/PIED. ICE CR-MA"
"0000503454","2-03-0322-5MAD","SOP. P/ GANCHO C/PIED. ICE CR-BA"
"0000503454","2-03-0322-5MCA","SOP. P/ GANCHO C/PIED. ICE ND-WQ"
"0000503454","2-03-0322-5MCB","SOP. P/ GANCHO C/PIED. ICE ND-LA"
"0000503454","2-03-0322-5MCC","SOP. P/ GANCHO C/PIED. ICE ND-MA"
"0000503454","2-03-0322-5MCD","SOP. P/ GANCHO C/PIED. ICE ND-BA"
"0000503454","2-03-0322-5MDB","SOP. P/ GANCHO C/PIED. ICE GD-LA"
"0000503454","2-03-0322-5MDC","SOP. P/ GANCHO C/PIED. ICE GD-MA"
"0000503454","2-03-0322-5MDD","SOP. P/ GANCHO C/PIED. ICE GD-BA"
"0000503454","2-03-0323-5MAA","SOP. P/ PORTAPAPEL C/PIED. ICE CR-WQ"
"0000503454","2-03-0323-5MAB","SOP. P/ PORTAPAPEL C/PIED. ICE CR-LA"
"0000503454","2-03-0323-5MAC","SOP. P/ PORTAPAPEL C/PIED. ICE CR-MA"
"0000503454","2-03-0323-5MAD","SOP. P/ PORTAPAPEL C/PIED. ICE CR-BA"
"0000503454","2-03-0323-5MCA","SOP. P/ PORTAPAPEL C/PIED. ICE ND-WQ"
"0000503454","2-03-0323-5MCB","SOP. P/ PORTAPAPEL C/PIED. ICE ND-LA"
"0000503454","2-03-0323-5MCC","SOP. P/ PORTAPAPEL C/PIED. ICE ND-MA"
"0000503454","2-03-0323-5MCD","SOP. P/ PORTAPAPEL C/PIED. ICE ND-BA"
"0000503454","2-03-0323-5MDB","SOP. P/ PORTAPAPEL C/PIED. ICE GD-LA"
"0000503454","2-03-0323-5MDC","SOP. P/ PORTAPAPEL C/PIED. ICE GD-MA"
"0000503454","2-03-0323-5MDD","SOP. P/ PORTAPAPEL C/PIED. ICE GD-BA"
"0000503454","2-03-0324-5MAA","SOP. P/ TOALL.DE ARG.C/PIED. ICE CR-WQ"
"0000503454","2-03-0324-5MAB","SOP. P/ TOALL.DE ARG.C/PIED. ICE CR-LA"
"0000503454","2-03-0324-5MAC","SOP. P/ TOALL.DE ARG.C/PIED. ICE CR-MA"
"0000503454","2-03-0324-5MAD","SOP. P/ TOALL.DE ARG.C/PIED. ICE CR-BA"
"0000503454","2-03-0324-5MCA","SOP. P/ TOALL.DE ARG.C/PIED. ICE ND-WQ"
"0000503454","2-03-0324-5MCB","SOP. P/ TOALL.DE ARG.C/PIED. ICE ND-LA"
"0000503454","2-03-0324-5MCC","SOP. P/ TOALL.DE ARG.C/PIED. ICE ND-MA"
"0000503454","2-03-0324-5MCD","SOP. P/ TOALL.DE ARG.C/PIED. ICE ND-BA"
"0000503454","2-03-0324-5MDB","SOP. P/ TOALL.DE ARG.C/PIED. ICE GD-LA"
"0000503454","2-03-0324-5MDC","SOP. P/ TOALL.DE ARG.C/PIED. ICE GD-MA"
"0000503454","2-03-0324-5MDD","SOP. P/ TOALL.DE ARG.C/PIED. ICE GD-BA"
"0000503454","2-03-0325-5MAA","SOP. IZQ. P/TOALL.LARGO C/PIED.ICE CR-WQ"
"0000503454","2-03-0325-5MAB","SOP. IZQ. P/TOALL.LARGO C/PIED.ICE CR-LA"
"0000503454","2-03-0325-5MAC","SOP. IZQ. P/TOALL.LARGO C/PIED.ICE CR-MA"
"0000503454","2-03-0325-5MAD","SOP. IZQ. P/TOALL.LARGO C/PIED.ICE CR-BA"
"0000503454","2-03-0325-5MCA","SOP. IZQ. P/TOALL.LARGO C/PIED.ICE ND-WQ"
"0000503454","2-03-0325-5MCB","SOP. IZQ. P/TOALL.LARGO C/PIED.ICE ND-LA"
"0000503454","2-03-0325-5MCC","SOP. IZQ. P/TOALL.LARGO C/PIED.ICE ND-MA"
"0000503454","2-03-0325-5MCD","SOP. IZQ. P/TOALL.LARGO C/PIED.ICE ND-BA"
"0000503454","2-03-0325-5MDB","SOP. IZQ. P/TOALL.LARGO C/PIED.ICE GD-LA"
"0000503454","2-03-0325-5MDC","SOP. IZQ. P/TOALL.LARGO C/PIED.ICE GD-MA"
"0000503454","2-03-0325-5MDD","SOP. IZQ. P/TOALL.LARGO C/PIED.ICE GD-BA"
"0000503454","2-03-0326-5MAA","SOP. DER. P/TOALL.LARGO C/PIED.ICE CR-WQ"
"0000503454","2-03-0326-5MAB","SOP. DER. P/TOALL.LARGO C/PIED.ICE CR-LA"
"0000503454","2-03-0326-5MAC","SOP. DER. P/TOALL.LARGO C/PIED.ICE CR-MA"
"0000503454","2-03-0326-5MAD","SOP. DER. P/TOALL.LARGO C/PIED.ICE CR-BA"
"0000503454","2-03-0326-5MCB","SOP. DER. P/TOALL.LARGO C/PIED.ICE ND-LA"
"0000503454","2-03-0326-5MCC","SOP. DER. P/TOALL.LARGO C/PIED.ICE ND-MA"
"0000503454","2-03-0326-5MCD","SOP. DER. P/TOALL.LARGO C/PIED.ICE ND-BA"
"0000503454","2-03-0326-5MDB","SOP. DER. P/TOALL.LARGO C/PIED.ICE GD-LA"
"0000503454","2-03-0326-5MDC","SOP. DER. P/TOALL.LARGO C/PIED.ICE GD-MA"
"0000503454","2-03-0326-5MDD","SOP. DER. P/TOALL.LARGO C/PIED.ICE GD-BA"
"0000503454","2-03-0331-5MAA","SOP. C/PIED. GANCHO BOREA CR-WQ"
"0000503454","2-03-0331-5MAB","SOP. C/PIED. GANCHO BOREA CR-LA"
"0000503454","2-03-0331-5MAC","SOP. C/PIED. GANCHO BOREA CR-MA"
"0000503454","2-03-0331-5MAD","SOP. C/PIED. GANCHO BOREA CR-BA"
"0000503454","2-03-0331-5MBA","SOP. C/PIED. GANCHO BOREA SD-WQ"
"0000503454","2-03-0331-5MBB","SOP. C/PIED. GANCHO BOREA SD-LA"
"0000503454","2-03-0331-5MBC","SOP. C/PIED. GANCHO BOREA SD-MA"
"0000503454","2-03-0331-5MBD","SOP. C/PIED. GANCHO BOREA SD-BA"
"0000503454","2-03-0331-5MCA","SOP. C/PIED. GANCHO BOREA ND-WQ"
"0000503454","2-03-0331-5MCB","SOP. C/PIED. GANCHO BOREA ND-LA"
"0000503454","2-03-0331-5MCC","SOP. C/PIED. GANCHO BOREA ND-MA"
"0000503454","2-03-0331-5MCD","SOP. C/PIED. GANCHO BOREA ND-BA"
"0000503454","2-03-0332-5MAA","SOP. C/PIED. TOALL. MANOS BOREA CR-WQ"
"0000503454","2-03-0332-5MAB","SOP. C/PIED. TOALL. MANOS BOREA CR-LA"
"0000503454","2-03-0332-5MAC","SOP. C/PIED. TOALL. MANOS BOREA CR-MA"
"0000503454","2-03-0332-5MAD","SOP. C/PIED. TOALL. MANOS BOREA CR-BA"
"0000503454","2-03-0332-5MBA","SOP. C/PIED. TOALL. MANOS BOREA SD-WQ"
"0000503454","2-03-0332-5MBB","SOP. C/PIED. TOALL. MANOS BOREA SD-LA"
"0000503454","2-03-0332-5MBC","SOP. C/PIED. TOALL. MANOS BOREA SD-MA"
"0000503454","2-03-0332-5MBD","SOP. C/PIED. TOALL. MANOS BOREA SD-BA"
"0000503454","2-03-0332-5MCA","SOP. C/PIED. TOALL. MANOS BOREA ND-WQ"
"0000503454","2-03-0332-5MCB","SOP. C/PIED. TOALL. MANOS BOREA ND-LA"
"0000503454","2-03-0332-5MCC","SOP. C/PIED. TOALL. MANOS BOREA ND-MA"
"0000503454","2-03-0332-5MCD","SOP. C/PIED. TOALL. MANOS BOREA ND-BA"
"0000503454","2-03-0333-5MAA","SOP. IZQ. C/PIED.TOALL.LGO.BOREA CR-WQ"
"0000503454","2-03-0333-5MAB","SOP. IZQ. C/PIED.TOALL.LGO.BOREA CR-LA"
"0000503454","2-03-0333-5MAC","SOP. IZQ. C/PIED.TOALL.LGO.BOREA CR-MA"
"0000503454","2-03-0333-5MAD","SOP. IZQ. C/PIED.TOALL.LGO.BOREA CR-BA"
"0000503454","2-03-0333-5MBA","SOP. IZQ. C/PIED.TOALL.LGO.BOREA SD-WQ"
"0000503454","2-03-0333-5MBB","SOP. IZQ. C/PIED.TOALL.LGO.BOREA SD-LA"
"0000503454","2-03-0333-5MBC","SOP. IZQ. C/PIED.TOALL.LGO.BOREA SD-MA"
"0000503454","2-03-0333-5MBD","SOP. IZQ. C/PIED.TOALL.LGO.BOREA SD-BA"
"0000503454","2-03-0333-5MCA","SOP. IZQ. C/PIED.TOALL.LGO.BOREA ND-WQ"
"0000503454","2-03-0333-5MCB","SOP. IZQ. C/PIED.TOALL.LGO.BOREA ND-LA"
"0000503454","2-03-0333-5MCC","SOP. IZQ. C/PIED.TOALL.LGO.BOREA ND-MA"
"0000503454","2-03-0333-5MCD","SOP. IZQ. C/PIED.TOALL.LGO.BOREA ND-BA"
"0000503454","2-03-0334-5MAA","SOP. DER. C/PIED.TOALL.LGO.BOREA CR-WQ"
"0000503454","2-03-0334-5MAB","SOP. DER. C/PIED.TOALL.LGO.BOREA CR-LA"
"0000503454","2-03-0334-5MAC","SOP. DER. C/PIED.TOALL.LGO.BOREA CR-MA"
"0000503454","2-03-0334-5MAD","SOP. DER. C/PIED.TOALL.LGO.BOREA CR-BA"
"0000503454","2-03-0334-5MBA","SOP. DER. C/PIED.TOALL.LGO.BOREA SD-WQ"
"0000503454","2-03-0334-5MBB","SOP. DER. C/PIED.TOALL.LGO.BOREA SD-LA"
"0000503454","2-03-0334-5MBC","SOP. DER. C/PIED.TOALL.LGO.BOREA SD-MA"
"0000503454","2-03-0334-5MBD","SOP. DER. C/PIED.TOALL.LGO.BOREA SD-BA"
"0000503454","2-03-0334-5MCA","SOP. DER. C/PIED.TOALL.LGO.BOREA ND-WQ"
"0000503454","2-03-0334-5MCB","SOP. DER. C/PIED.TOALL.LGO.BOREA ND-LA"
"0000503454","2-03-0334-5MCC","SOP. DER. C/PIED.TOALL.LGO.BOREA ND-MA"
"0000503454","2-03-0334-5MCD","SOP. DER. C/PIED.TOALL.LGO.BOREA ND-BA"
"0000503454","2-03-0335-5MAA","SOP. C/PIED.PORTAPAPEL BOREA CR-WQ"
"0000503454","2-03-0335-5MAB","SOP. C/PIED.PORTAPAPEL BOREA CR-LA"
"0000503454","2-03-0335-5MAC","SOP. C/PIED.PORTAPAPEL BOREA CR-MA"
"0000503454","2-03-0335-5MAD","SOP. C/PIED.PORTAPAPEL BOREA CR-BA"
"0000503454","2-03-0335-5MBA","SOP. C/PIED.PORTAPAPEL BOREA SD-WQ"
"0000503454","2-03-0335-5MBB","SOP. C/PIED.PORTAPAPEL BOREA SD-LA"
"0000503454","2-03-0335-5MBC","SOP. C/PIED.PORTAPAPEL BOREA SD-MA"
"0000503454","2-03-0335-5MBD","SOP. C/PIED.PORTAPAPEL BOREA SD-BA"
"0000503454","2-03-0335-5MCA","SOP. C/PIED.PORTAPAPEL BOREA ND-WQ"
"0000503454","2-03-0335-5MCB","SOP. C/PIED.PORTAPAPEL BOREA ND-LA"
"0000503454","2-03-0335-5MCC","SOP. C/PIED.PORTAPAPEL BOREA ND-MA"
"0000503454","2-03-0335-5MCD","SOP. C/PIED.PORTAPAPEL BOREA ND-BA"
"0000503454","2-05-0669-5MAA","CPO.MAN.MON.BOREA C/PIED. CR-WQ"
"0000503454","2-05-0669-5MAB","CPO.MAN.MON.BOREA C/PIED. CR-LA"
"0000503454","2-05-0669-5MAD","CPO.MAN.MON.BOREA C/PIED. CR-BA"
"0000503454","2-05-0669-5MCA","CPO.MAN.MON.BOREA C/PIED. ND-WQ"
"0000503454","2-05-0669-5MCB","CPO.MAN.MON.BOREA C/PIED. ND-LA"
"0000503454","2-05-0669-5MCD","CPO.MAN.MON.BOREA C/PIED. ND-BA"
"0000503454","2-05-0671-5MAA","CPO.MAN.TRIM BOREA C/PIED. CR-WQ"
"0000503454","2-05-0671-5MAB","CPO.MAN.TRIM BOREA C/PIED. CR-LA"
"0000503454","2-05-0671-5MAC","CPO.MAN.TRIM BOREA C/PIED. CR-MA"
"0000503454","2-05-0671-5MAD","CPO.MAN.TRIM BOREA C/PIED. CR-BA"
"0000503454","2-05-0671-5MBB","CPO.MAN.TRIM BOREA C/PIED. SD-LA"
"0000503454","2-05-0671-5MBC","CPO.MAN.TRIM BOREA C/PIED. SD-MA"
"0000503454","2-05-0671-5MBD","CPO.MAN.TRIM BOREA C/PIED. SD-BA"
"0000503454","2-05-0671-5MCA","CPO.MAN.TRIM BOREA C/PIED. ND-WQ"
"0000503454","2-05-0671-5MCB","CPO.MAN.TRIM BOREA C/PIED. ND-LA"
"0000503454","2-05-0671-5MCC","CPO.MAN.TRIM BOREA C/PIED. ND-MA"
"0000503454","2-05-0671-5MCD","CPO.MAN.TRIM BOREA C/PIED. ND-BA"
"0000503454","2-05-0673-5MAA","MAN. MONOM.ICE C/PIED. CR-WQ"
"0000503454","2-05-0673-5MAB","MAN. MONOM.ICE C/PIED. CR-LA"
"0000503454","2-05-0673-5MAD","MAN. MONOM.ICE C/PIED. CR-BA"
"0000503454","2-05-0673-5MCA","MAN. MONOM.ICE C/PIED. ND-WQ"
"0000503454","2-05-0673-5MCB","MAN. MONOM.ICE C/PIED. ND-LA"
"0000503454","2-05-0673-5MCD","MAN. MONOM.ICE C/PIED. ND-BA"
"0000503454","2-05-0675-5MAA","MAN.TRIM ICE C/PIED. CR-WQ"
"0000503454","2-05-0675-5MAB","MAN.TRIM ICE C/PIED. CR-LA"
"0000503454","2-05-0675-5MAC","MAN.TRIM ICE C/PIED. CR-MA"
"0000503454","2-05-0675-5MAD","MAN.TRIM ICE C/PIED. CR-BA"
"0000503454","2-05-0675-5MCA","MAN.TRIM ICE C/PIED. ND-WQ"
"0000503454","2-05-0675-5MCB","MAN.TRIM ICE C/PIED. ND-LA"
